"session","session_id","study_id","iteration","created","modified","ended","expired","id_entrevistado","sex_nino","edad_nino","pais_nino","nombre_P01","sex_P01","edad_P01","educ_P01","pais_P01","region_P01","comuna_P01_1","comuna_P01_2","comuna_P01_3","comuna_P01_4","comuna_P01_5","comuna_P01_6","comuna_P01_7","comuna_P01_8","comuna_P01_9","comuna_P01_10","comuna_P01_11","comuna_P01_12","comuna_P01_13","comuna_P01_14","comuna_P01_15","comuna_P01_16","vinculo_P01","vinculo_P01_esp","anio_P01","cuidado_P01","cuidado_P01_esp","frecuencia_P01","horas_P01","count_SN1","nombre_P02","sex_P02","edad_P02","educ_P02","pais_P02","region_P02","comuna_P02_1","comuna_P02_2","comuna_P02_3","comuna_P02_4","comuna_P02_5","comuna_P02_6","comuna_P02_7","comuna_P02_8","comuna_P02_9","comuna_P02_10","comuna_P02_11","comuna_P02_12","comuna_P02_13","comuna_P02_14","comuna_P02_15","comuna_P02_16","vinculo_P02","vinculo_P02_esp","anio_P02","cuidado_P02","cuidado_P02_esp","frecuencia_P02","horas_P02","count_SN2","nombre_P03","sex_P03","edad_P03","educ_P03","pais_P03","region_P03","comuna_P03_1","comuna_P03_2","comuna_P03_3","comuna_P03_4","comuna_P03_5","comuna_P03_6","comuna_P03_7","comuna_P03_8","comuna_P03_9","comuna_P03_10","comuna_P03_11","comuna_P03_12","comuna_P03_13","comuna_P03_14","comuna_P03_15","comuna_P03_16","vinculo_P03","vinculo_P03_esp","anio_P03","cuidado_P03","cuidado_P03_esp","frecuencia_P03","horas_P03","count_SN3","nombre_P04","sex_P04","edad_P04","educ_P04","pais_P04","region_P04","comuna_P04_1","comuna_P04_2","comuna_P04_3","comuna_P04_4","comuna_P04_5","comuna_P04_6","comuna_P04_7","comuna_P04_8","comuna_P04_9","comuna_P04_10","comuna_P04_11","comuna_P04_12","comuna_P04_13","comuna_P04_14","comuna_P04_15","comuna_P04_16","vinculo_P04","vinculo_P04_esp","anio_P04","cuidado_P04","cuidado_P04_esp","frecuencia_P04","horas_P04","count_SN4","nombre_P05","sex_P05","edad_P05","educ_P05","pais_P05","region_P05","comuna_P05_1","comuna_P05_2","comuna_P05_3","comuna_P05_4","comuna_P05_5","comuna_P05_6","comuna_P05_7","comuna_P05_8","comuna_P05_9","comuna_P05_10","comuna_P05_11","comuna_P05_12","comuna_P05_13","comuna_P05_14","comuna_P05_15","comuna_P05_16","vinculo_P05","vinculo_P05_esp","anio_P05","cuidado_P05","cuidado_P05_esp","frecuencia_P05","horas_P05","count_SN5","nombre_P06","sex_P06","edad_P06","educ_P06","pais_P06","region_P06","comuna_P06_1","comuna_P06_2","comuna_P06_3","comuna_P06_4","comuna_P06_5","comuna_P06_6","comuna_P06_7","comuna_P06_8","comuna_P06_9","comuna_P06_10","comuna_P06_11","comuna_P06_12","comuna_P06_13","comuna_P06_14","comuna_P06_15","comuna_P06_16","vinculo_P06","vinculo_P06_esp","anio_P06","cuidado_P06","cuidado_P06_esp","frecuencia_P06","horas_P06","count_SN6","nombre_P07","sex_P07","edad_P07","educ_P07","pais_P07","region_P07","comuna_P07_1","comuna_P07_2","comuna_P07_3","comuna_P07_4","comuna_P07_5","comuna_P07_6","comuna_P07_7","comuna_P07_8","comuna_P07_9","comuna_P07_10","comuna_P07_11","comuna_P07_12","comuna_P07_13","comuna_P07_14","comuna_P07_15","comuna_P07_16","vinculo_P07","vinculo_P07_esp","anio_P07","cuidado_P07","cuidado_P07_esp","frecuencia_P07","horas_P07","count_SN7","nombre_P08","sex_P08","edad_P08","educ_P08","pais_P08","region_P08","comuna_P08_1","comuna_P08_2","comuna_P08_3","comuna_P08_4","comuna_P08_5","comuna_P08_6","comuna_P08_7","comuna_P08_8","comuna_P08_9","comuna_P08_10","comuna_P08_11","comuna_P08_12","comuna_P08_13","comuna_P08_14","comuna_P08_15","comuna_P08_16","vinculo_P08","vinculo_P08_esp","anio_P08","cuidado_P08","cuidado_P08_esp","frecuencia_P08","horas_P08","count_SN8","nombre_P09","sex_P09","edad_P09","educ_P09","pais_P09","region_P09","comuna_P09_1","comuna_P09_2","comuna_P09_3","comuna_P09_4","comuna_P09_5","comuna_P09_6","comuna_P09_7","comuna_P09_8","comuna_P09_9","comuna_P09_10","comuna_P09_11","comuna_P09_12","comuna_P09_13","comuna_P09_14","comuna_P09_15","comuna_P09_16","vinculo_P09","vinculo_P09_esp","anio_P09","cuidado_P09","cuidado_P09_esp","frecuencia_P09","horas_P09","count_SN9","nombre_P10","sex_P10","edad_P10","educ_P10","pais_P10","region_P10","comuna_P10_1","comuna_P10_2","comuna_P10_3","comuna_P10_4","comuna_P10_5","comuna_P10_6","comuna_P10_7","comuna_P10_8","comuna_P10_9","comuna_P10_10","comuna_P10_11","comuna_P10_12","comuna_P10_13","comuna_P10_14","comuna_P10_15","comuna_P10_16","vinculo_P10","vinculo_P10_esp","anio_P10","cuidado_P10","cuidado_P10_esp","frecuencia_P10","horas_P10","fecha_aplicacion"
"","41381502","157885","78","2026-04-15 06:36:29","2026-04-15 06:36:42","","","123","1","123","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oD-_AzSGkCBYu0uZopUns7PqMh47NNdNdIer1q22cM5fx2TE4QTyVVhFbCPuq7tG","41381503","157885","79","2026-04-15 06:37:56","2026-04-15 06:38:53","","","123","1","123","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"lameGuineaFowlXXXP5IEs1UPyvI-jcst_hFPHYwnmi-EuQaXQWDn7uYzeD8GFF5","41381510","157885","80","2026-04-15 06:40:56","2026-04-15 06:41:10","","","123","1","123","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"wonderfulGlowWormXXX0oTUYFqoQ8YKTpPA0Ja1yl4wJVchmh38mUWlf-AoP7ux","41381514","157885","81","2026-04-15 06:42:30","2026-04-15 06:44:35","2026-04-15 06:44:39","","123","1","123","1","asd1","1","thank the formr monkey","1","1","1","-888","","","","","","","","","","","","","","","","1","","thank the formr monkey","1, 2, 3, 4, 5, 6, 7, -888","thank the formr monkey","-888","-888","2","asd2","1","thank the formr monkey","1","1","1","-888","","","","","","","","","","","","","","","","1","","thank the formr monkey","1, 2, 3, 4, 5, 6, 7, -888","thank the formr monkey","-888","-888","2","asd3","1","thank the formr monkey","1","1","1","-888","","","","","","","","","","","","","","","","1","","thank the formr monkey","1, 2, 3, 4, 5, 6, 7, -888","thank the formr monkey","-888","-888","2","asd4","1","thank the formr monkey","1","1","1","-888","","","","","","","","","","","","","","","","1","","thank the formr monkey","1, 2, 3, 4, 5, 6, 7, -888","thank the formr monkey","-888","-888","2","asd5","1","thank the formr monkey","1","1","1","-888","","","","","","","","","","","","","","","","1","","thank the formr monkey","1, 2, 3, 4, 5, 6, 7, -888","thank the formr monkey","-888","-888","2","asd6","1","thank the formr monkey","1","1","1","-888","","","","","","","","","","","","","","","","1","","thank the formr monkey","1, 2, 3, 4, 5, 6, 7, -888","thank the formr monkey","-888","-888","2","asd7","1","thank the formr monkey","1","1","1","-888","","","","","","","","","","","","","","","","1","","thank the formr monkey","1, 2, 3, 4, 5, 6, 7, -888","thank the formr monkey","-888","-888","2","asd8","1","thank the formr monkey","1","1","1","-888","","","","","","","","","","","","","","","","1","","thank the formr monkey","1, 2, 3, 4, 5, 6, 7, -888","thank the formr monkey","-888","-888","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2026-04-15"
"lameBombayXXXC2TF7eHaIsEjcv1kJKbQSKTGbXr2g1rzM6w9Xv9iCQlnbwczUF4","41381525","157885","82","2026-04-15 06:48:44","2026-04-15 06:50:35","2026-04-15 06:50:37","","123","1","123","1","asd1","1","thank the formr monkey","1","1","1","-888","","","","","","","","","","","","","","","","1","","thank the formr monkey","1, 2, 3, 4, 5, 6, 7, -888","thank the formr monkey","-888","-888","2","asd2","1","thank the formr monkey","1","1","1","-888","","","","","","","","","","","","","","","","1","","thank the formr monkey","1, 2, 3, 4, 5, 6, 7, -888","thank the formr monkey","-888","-888","2","asd3","1","thank the formr monkey","1","1","1","-888","","","","","","","","","","","","","","","","1","","thank the formr monkey","1, 2, 3, 4, 5, 6, 7, -888","thank the formr monkey","-888","-888","2","asd4","1","thank the formr monkey","1","1","1","-888","","","","","","","","","","","","","","","","1","","thank the formr monkey","1, 2, 3, 4, 5, 6, 7, -888","thank the formr monkey","-888","-888","2","asd5","1","thank the formr monkey","1","1","1","-888","","","","","","","","","","","","","","","","1","","thank the formr monkey","1, 2, 3, 4, 5, 6, 7, -888","thank the formr monkey","-888","-888","2","asd6","1","thank the formr monkey","1","1","1","-888","","","","","","","","","","","","","","","","1","","thank the formr monkey","1, 2, 3, 4, 5, 6, 7, -888","thank the formr monkey","-888","-888","2","asd7","1","thank the formr monkey","1","1","1","-888","","","","","","","","","","","","","","","","1","","thank the formr monkey","1, 2, 3, 4, 5, 6, 7, -888","thank the formr monkey","-888","-888","2","asd8","1","thank the formr monkey","1","1","1","-888","","","","","","","","","","","","","","","","1","","thank the formr monkey","1, 2, 3, 4, 5, 6, 7, -888","thank the formr monkey","-888","-888","2","asd9","1","thank the formr monkey","1","1","1","-888","","","","","","","","","","","","","","","","1","","thank the formr monkey","1, 2, 3, 4, 5, 6, 7, -888","thank the formr monkey","-888","-888","2","asd10","1","thank the formr monkey","1","1","1","-888","","","","","","","","","","","","","","","","1","","thank the formr monkey","1, 2, 3, 4, 5, 6, 7, -888","thank the formr monkey","-888","-888","2026-04-15"
"helplessZebraSharkXXXkhx14FLF56K4VSvIfMlJMMoM5ac1Z4a-YSlogdQ8n0d","41381571","157885","83","2026-04-15 07:11:00","2026-04-15 07:12:07","2026-04-15 07:12:16","","123","1","123","2","asd1","1","thank the formr monkey","1","1","1","-888","","","","","","","","","","","","","","","","1","","thank the formr monkey","1, 2, 3, 4, 5, 6, 7, -888","thank the formr monkey","-888","-888","2","asd2","1","thank the formr monkey","1","1","1","-888","","","","","","","","","","","","","","","","1","","thank the formr monkey","1, 2, 3, 4, 5, 6, 7, -888","thank the formr monkey","-888","-888","2","asd3","1","thank the formr monkey","1","1","1","-888","","","","","","","","","","","","","","","","1","","thank the formr monkey","1, 2, 3, 4, 5, 6, 7, -888","thank the formr monkey","-888","-888","2","asd4","1","thank the formr monkey","1","1","1","-888","","","","","","","","","","","","","","","","1","","thank the formr monkey","1, 2, 3, 4, 5, 6, 7, -888","thank the formr monkey","-888","-888","2","asd5","1","thank the formr monkey","1","1","1","-888","","","","","","","","","","","","","","","","1","","thank the formr monkey","1, 2, 3, 4, 5, 6, 7, -888","thank the formr monkey","-888","-888","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2026-04-15"
"difficultChinookXXX4NRh5uWSjZkpILwvxuG5O2huTKHQrAqsKL_8FZf18NdNu","41381598","157885","84","2026-04-15 07:28:27","2026-04-15 07:29:19","2026-04-15 07:29:31","","123","1","123","1","asd1","1","thank the formr monkey","1","1","1","-888","","","","","","","","","","","","","","","","1","","thank the formr monkey","1, 2, 3, 4, 5, 6, 7, -888","thank the formr monkey","-888","-888","2","asd2","1","thank the formr monkey","1","1","1","-888","","","","","","","","","","","","","","","","1","","thank the formr monkey","1, 2, 3, 4, 5, 6, 7, -888","thank the formr monkey","-888","-888","2","asd3","1","thank the formr monkey","1","1","1","-888","","","","","","","","","","","","","","","","1","","thank the formr monkey","1, 2, 3, 4, 5, 6, 7, -888","thank the formr monkey","-888","-888","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2026-04-15"
"braveQuailXXXqm5JA4jEYrcGmrW7-Jv9T39Y0o-jp2uN19so0XfCntJTp_56bBp","41381606","157885","85","2026-04-15 07:31:25","2026-04-15 07:32:49","2026-04-15 07:32:57","","123","1","123","1","asd1","1","thank the formr monkey","1","1","1","-888","","","","","","","","","","","","","","","","1","","thank the formr monkey","1, 2, 3, 4, 5, 6, 7, -888","thank the formr monkey","-888","-888","2","asd2","1","thank the formr monkey","1","1","1","-888","","","","","","","","","","","","","","","","1","","thank the formr monkey","1, 2, 3, 4, 5, 6, 7, -888","thank the formr monkey","-888","-888","2","asd3","1","thank the formr monkey","1","1","1","-888","","","","","","","","","","","","","","","","1","","thank the formr monkey","1, 2, 3, 4, 5, 6, 7, -888","thank the formr monkey","-888","-888","2","asd4","1","thank the formr monkey","1","1","1","-888","","","","","","","","","","","","","","","","1","","thank the formr monkey","1, 2, 3, 4, 5, 6, 7, -888","thank the formr monkey","-888","-888","2","asd5","1","thank the formr monkey","1","1","1","-888","","","","","","","","","","","","","","","","1","","thank the formr monkey","1, 2, 3, 4, 5, 6, 7, -888","thank the formr monkey","-888","-888","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2026-04-15"
"9RkvWZyE6PqkF0cAvDtOmJ2jOuQ7ufHx9YVy5Scwjz2OyRg5WoC3yJ52Ppt_81EL","41384872","157885","86","2026-04-15 15:05:05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WoSDTBtrJ65nk2gmbPwCUmIyKOTD_RL_TJGX-YTeY_KrZdJ48QAYHxCITNfVIV9u","41384873","157885","87","2026-04-15 15:05:06","2026-04-15 17:06:23","2026-04-15 17:06:26","","12345","1","4","1","Yo","2","41","7","1","6","","","","","","35","","","","","","","","","","","1","","0","1, 2, 3, 4, 5, 6, 7","Ir de compras","5","4","2","Padre","1","42","5","1","6","","","","","","33","","","","","","","","","","","1","","0","1, 2, 3, 4, 5, 6","","5","4","2","Abuela materna","2","70","1","1","6","","","","","","35","","","","","","","","","","","9","","0","1, 2, 4, 5, 6","","1","4","2","Abuela Paterna","2","59","1","1","6","","","","","","35","","","","","","","","","","","10","","2","1, 2, 5","","2","2","2","Tía materna","2","48","7","1","6","","","","","","35","","","","","","","","","","","11","","2","1, 5, 6","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2026-04-15"
"D4sJcKScBZkH9QMdA4-t4zXfgTctdaowrgxV-GkIpVZQxzyptVaS8a2Ip5uHYfdK","41384874","157885","88","2026-04-15 15:05:21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SKzP0C-CtrnGLwk-rS7_i9DCK2B9vzVwAfrGDakNzRHHTdjpCT2kkz8TMBeXxmwD","41385627","157885","89","2026-04-15 17:21:28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31lTH01cYA4oo5haAsYhqOtAz0RcI6iVrE20rhAbHV4iAdnaCOMGCoMc8vrBPwxL","41385628","157885","90","2026-04-15 17:21:30","2026-04-15 20:01:24","2026-04-15 20:01:28","","12346","2","2","1","Yo","2","29","7","1","6","","","","","","25","","","","","","","","","","","1","","0","1, 2, 3, 4, 5, 6","","5","4","2","Padre","1","29","7","1","6","","","","","","25","","","","","","","","","","","1","","0","1, 2, 3, 4, 5, 6","","5","3","2","Prima","2","20","6","1","6","","","","","","25","","","","","","","","","","","12","","0","1, 2, 5, 6","","3","3","2","Abuela paterna","2","50","3","1","6","","","","","","35","","","","","","","","","","","10","","0","1, 2, 5, 6","","3","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2026-04-15"
"hItLhHLI4Tar23GfypSZeLR8gMLLGwRZa8Ayo9wMbSi1iUvObK9AHLe3mnGwA4vM","41385629","157885","91","2026-04-15 17:21:47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WYFT8ZrOLX64FPoxePz5PdtiXx2c6LROmCwk0yvUIAblTerrGOMHhpK3ulamF7gQ","41387212","157885","92","2026-04-15 19:42:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"m_fG4exMcZnxYvPnTMvwSvTXnvFSOyDD_Go_WsiqiM24kPW0xF1km0yI9Oh0A5zc","41391394","157885","93","2026-04-16 17:02:20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CtZHumEHYmoZ9B_Y3HvbE-U5N7Kpg_R8xMoceMxRk35Y3GIHXAGYIYyWgPoDG-tr","41391395","157885","94","2026-04-16 17:02:22","2026-04-16 17:11:15","2026-04-16 17:11:20","","12347","2","6","1","Yo","1","32","7","1","6","","","","","","13","","","","","","","","","","","2","","0","1, 2, 3, 5, 6","","3","4","2","Madre","2","32","7","1","6","","","","","","13","","","","","","","","","","","1","","0","1, 2, 3, 4, 5, 6","","5","4","2","Abuela materna","2","58","5","1","6","","","","","","13","","","","","","","","","","","9","","0","1, 2, 3, 5, 6","","5","4","2","Abuela paterna","2","57","3","1","6","","","","","","13","","","","","","","","","","","10","","4","1, 2, 4, 5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2026-04-16"
"9uo-VgDkqA23-CHCZPstMqHYVUt7DYWwgn_LU1GdANOGBqeXGRde8etS_sPZ_t18","41417573","157885","95","2026-04-21 19:22:14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"_2klF_SYJzDVleosNEkK9EtwcG8HtUtnNnzZiD0FEFiSfNEuxfZbXBmJ-NIvzdMD","41417694","157885","96","2026-04-21 20:18:40","2026-04-21 21:13:04","2026-04-21 21:13:13","","22222","2","6","1","Yo","2","41","8","9","9","","","","","","","","","26","","","","","","","","1","","0","1, 2, 4, 5, 6","","5","4","2","Diego","1","41","8","7","9","","","","","","","","","26","","","","","","","","1","","0","1, 2, 4, 5, 6","","5","4","2","Olga","2","72","7","1","7","","","","","","","52","","","","","","","","","","10","","0","1, 2, 4, 5, 6","","3","4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2026-04-21"
"SnzmHG1avqzqU12hkAyggR0NvTawM46obnbmz1ZABoTRwFod7YlyrwgiU08miLZz","41417793","157885","97","2026-04-21 20:57:54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"lK10Bix1hyrpIDk8rV0cqe3rzm0zhqPkd8jtG5VvAFTIaUtnx2ocVmsnolybbGfQ","41417794","157885","98","2026-04-21 20:57:55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U3DBWpedhIze3Qp5cTGftnVvyM99oHVWcvXCurdmRQX8T11btkdagCV-cLerxm8o","41417796","157885","99","2026-04-21 20:58:09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
